"","H9_E8_r1","H9_E8_r2","H9_L3i_r1","H9_L3i_r2","RUES02_E8","RUES02_L3i"
"ENSG00000225079",0,0,0,0,0,0
"ENSG00000226483",0,0,0,0,0,0
"ENSG00000224238",0,0,0,3,0,0
"ENSG00000229537",0,0,0,0,0,0
"ENSG00000162699",0,0,0,0,0,0
"ENSG00000162692",610,178,362,440,820,263
"ENSG00000203914",12,1,0,6,0,0
"ENSG00000270457",2,1,0,0,1,2
"ENSG00000203858",0,0,0,0,0,0
"ENSG00000231987",0,0,0,0,0,0
"ENSG00000228057",16,129,4,90,155,134
"ENSG00000261593",0,0,0,0,0,0
"ENSG00000224445",0,0,0,0,2,6
"ENSG00000229842",0,2,0,0,0,0
"ENSG00000270631",0,0,0,0,0,0
"ENSG00000229201",0,0,0,0,1,0
"ENSG00000181656",108,74,26,37,71,52
"ENSG00000122481",366,457,112,256,557,419
"ENSG00000198162",18511,14825,12188,12137,14521,12305
"ENSG00000238198",394,609,229,296,462,312
"ENSG00000171517",213,78,10,26,10,44
"ENSG00000228852",30,14,33,20,13,18
"ENSG00000203864",0,0,0,0,1,2
"ENSG00000233482",0,0,0,0,2,0
"ENSG00000230250",0,0,0,0,0,0
"ENSG00000232878",0,1,2,0,1,2
"ENSG00000143079",6308,6011,7322,6879,13195,9233
"ENSG00000232450",133,275,167,323,395,437
"ENSG00000223575",2,0,2,0,2,2
"ENSG00000230768",0,0,0,1,0,2
"ENSG00000235202",0,0,0,0,0,0
"ENSG00000272715",17,30,23,27,24,6
"ENSG00000235038",4,2,0,0,1,0
"ENSG00000143093",8557,7453,3893,3493,13203,6924
"ENSG00000226415",629,1829,97,540,1234,1079
"ENSG00000085491",6556,5221,3074,4003,11003,8846
"ENSG00000173947",475,603,943,1304,814,637
"ENSG00000230434",0,0,5,0,0,0
"ENSG00000230718",0,0,0,0,0,0
"ENSG00000134198",1077,982,784,903,2789,2263
"ENSG00000235595",0,0,0,0,0,0
"ENSG00000226053",2,12,0,0,13,27
"ENSG00000226128",0,0,0,0,0,0
"ENSG00000198799",4719,5083,6444,5350,10624,5753
"ENSG00000279513",10,2,24,12,4,4
"ENSG00000117620",1663,1847,2368,2485,2870,1926
"ENSG00000280186",52,36,2,9,44,18
"ENSG00000223906",0,0,0,0,0,0
"ENSG00000162688",46714,27469,22569,16754,32156,20924
"ENSG00000197106",1751,1606,219,566,1076,425
"ENSG00000259946",0,0,0,2,0,0
"ENSG00000236137",14,14,0,8,26,16
"ENSG00000203859",0,0,0,0,1,2
"ENSG00000228086",2,3,4,2,0,0
"ENSG00000213421",0,0,0,0,0,0
"ENSG00000234020",0,0,8,2,0,0
"ENSG00000236804",1,2,0,2,0,0
"ENSG00000231072",0,0,0,0,0,0
"ENSG00000273406",0,5,0,0,0,0
"ENSG00000185946",1331,904,1101,359,1296,642
"ENSG00000162627",6797,6046,5020,5190,5977,7165
"ENSG00000226715",7,97,2,129,73,56
"ENSG00000162695",1605,2579,2957,2249,3395,2573
"ENSG00000265808",12146,8879,9169,6569,11679,7918
"ENSG00000261290",0,0,0,0,0,0
"ENSG00000225923",0,0,0,0,0,0
"ENSG00000134247",9323,11839,7083,10038,12775,11373
"ENSG00000187481",0,0,0,0,0,0
"ENSG00000116752",7688,8484,6598,6608,10758,9749
"ENSG00000162664",9308,8126,10025,3741,12410,6923
"ENSG00000236866",0,2,0,0,0,1
"ENSG00000134253",1268,1288,647,1051,2457,1165
"ENSG00000223416",1,4,0,0,3,4
"ENSG00000179571",0,0,0,0,2,6
"ENSG00000227850",0,0,0,0,0,0
"ENSG00000235777",0,0,0,1,0,0
"ENSG00000173218",4313,4915,2270,2671,4713,4172
"ENSG00000285532",6,1,8,1,1,0
"ENSG00000226755",12,0,0,0,3,0
"ENSG00000232650",21,14,4,1,24,0
"ENSG00000183508",282,198,184,566,214,1395
"ENSG00000277095",0,0,0,0,0,0
"ENSG00000234283",16,25,15,14,11,2
"ENSG00000232780",0,0,0,0,0,0
"ENSG00000274927",4,2,2,0,0,0
"ENSG00000264145",6,0,0,0,6,0
"ENSG00000238256",0,0,8,0,0,2
"ENSG00000198765",2,0,0,0,0,0
"ENSG00000224335",0,0,0,0,0,0
"ENSG00000277702",2,10,10,11,15,30
"ENSG00000143398",18218,21953,14071,13521,18972,17162
"ENSG00000196505",1890,2317,2653,2669,3952,3221
"ENSG00000223489",0,0,0,0,0,0
"ENSG00000230546",0,0,0,0,0,0
"ENSG00000213262",0,0,0,0,0,0
"ENSG00000287015",2,2,2,0,0,2
"ENSG00000235526",14,12,0,2,9,3
"ENSG00000228347",0,0,0,0,0,0
"ENSG00000236012",0,2,0,1,0,0
"ENSG00000270911",0,0,0,0,0,0
"ENSG00000134200",0,0,4,1,4,1
"ENSG00000065183",4868,5358,3734,3909,7909,6654
"ENSG00000227082",302,237,70,116,151,34
"ENSG00000226126",0,2,0,0,0,0
"ENSG00000163393",939,810,774,747,2060,1286
"ENSG00000163156",5580,8221,4469,5187,6829,4460
"ENSG00000143631",6,0,0,0,0,0
"ENSG00000156150",0,2,2,0,0,1
"ENSG00000228453",0,0,0,0,0,0
"ENSG00000274642",53,4,15,18,147,15
"ENSG00000177551",1108,370,226,1444,5830,1618
"ENSG00000197323",12164,10705,6186,6813,20520,16714
"ENSG00000237975",2,0,2,0,0,0
"ENSG00000261168",234,388,349,370,457,251
"ENSG00000287980",0,0,0,0,0,1
"ENSG00000229283",0,0,0,0,0,0
"ENSG00000271419",0,0,0,0,0,0
"ENSG00000226172",0,0,0,0,0,0
"ENSG00000079335",2386,2867,3736,3235,2415,4229
"ENSG00000143119",15,4,16,4,11,6
"ENSG00000237278",0,0,0,0,0,0
"ENSG00000233432",0,0,0,0,0,0
"ENSG00000227700",0,0,0,0,2,0
"ENSG00000229911",0,0,0,0,0,0
"ENSG00000143520",1,0,0,0,0,0
"ENSG00000171943",1121,1086,2454,1694,1681,1710
"ENSG00000270719",0,0,0,0,0,0
"ENSG00000155761",325,351,59,124,1116,980
"ENSG00000230806",5,3,6,4,7,1
"ENSG00000116830",2084,2451,537,830,6074,4942
"ENSG00000234422",0,0,0,0,0,0
"ENSG00000227056",0,0,0,0,0,0
"ENSG00000227091",7,3,0,0,0,7
"ENSG00000214204",0,0,0,1,7,2
"ENSG00000081026",16493,14537,12115,8291,23032,21357
"ENSG00000225650",0,0,0,0,0,0
"ENSG00000224965",6,2,4,6,35,18
"ENSG00000228127",6,9,0,4,55,27
"ENSG00000226984",0,0,4,0,2,0
"ENSG00000186150",3,8,15,0,4,0
"ENSG00000143458",1436,1871,492,527,1079,1192
"ENSG00000230932",0,0,0,0,0,0
"ENSG00000073754",2,0,0,0,70,0
"ENSG00000228826",0,0,0,0,0,0
"ENSG00000233907",0,0,0,0,0,0
"ENSG00000225036",0,0,0,0,0,0
"ENSG00000228420",11,3,0,0,0,6
"ENSG00000233839",0,5,3,10,0,1
"ENSG00000250890",0,0,0,0,0,0
"ENSG00000232240",0,0,0,0,0,0
"ENSG00000230921",0,0,0,0,0,0
"ENSG00000286151",49,34,470,52,56,1
"ENSG00000234388",0,0,0,0,0,0
"ENSG00000271736",4,0,3,8,4,2
"ENSG00000233717",0,1,0,0,0,0
"ENSG00000163155",5860,6966,2655,3827,6907,3206
"ENSG00000241975",47,20,55,5,21,32
"ENSG00000271143",0,2,0,4,2,2
"ENSG00000270976",0,0,0,0,0,0
"ENSG00000228217",7,39,7,31,135,164
"ENSG00000270342",0,0,0,0,0,0
"ENSG00000175984",797,805,377,350,812,360
"ENSG00000231100",0,0,0,0,0,0
"ENSG00000116824",0,0,0,2,0,0
"ENSG00000235887",1,0,0,0,2,2
"ENSG00000237460",0,0,0,1,0,0
"ENSG00000236887",0,0,8,0,4,4
"ENSG00000024526",2000,1965,880,1179,3391,3045
"ENSG00000236480",4,10,10,4,15,2
"ENSG00000235756",0,0,0,0,0,0
"ENSG00000173810",0,0,0,0,0,0
"ENSG00000235005",0,0,0,0,0,0
"ENSG00000271890",2,0,0,0,0,0
"ENSG00000227425",0,0,0,0,0,0
"ENSG00000225279",90,94,54,60,50,43
"ENSG00000229101",0,0,0,0,0,0
"ENSG00000239216",0,0,0,0,0,0
"ENSG00000283360",0,11,4,0,2,2
"ENSG00000117262",1089,785,589,484,856,603
"ENSG00000227907",0,0,0,0,0,5
"ENSG00000227970",1,0,0,0,0,0
"ENSG00000261055",0,0,0,0,0,0
"ENSG00000231613",0,0,0,0,0,0
"ENSG00000137947",5261,4434,3625,3650,5928,5323
"ENSG00000236689",0,2,0,0,0,0
"ENSG00000233589",12,9,9,0,10,21
"ENSG00000117586",584,567,256,386,482,334
"ENSG00000230946",0,2,14,0,2,0
"ENSG00000226028",0,0,0,0,0,0
"ENSG00000162728",2399,742,432,181,3443,411
"ENSG00000229021",0,0,0,0,0,0
"ENSG00000203825",0,0,0,0,0,0
"ENSG00000184371",2725,2158,929,2602,1767,1805
"ENSG00000233449",0,0,0,0,0,0
"ENSG00000242943",0,0,0,0,0,0
"ENSG00000233203",4,3,6,0,2,0
"ENSG00000232499",16,47,13,17,48,35
"ENSG00000232265",65,46,21,26,11,5
"ENSG00000163154",14,9,13,3,8,0
"ENSG00000232995",79,99,15,15,152,74
"ENSG00000238087",4,3,26,13,13,7
"ENSG00000227777",0,0,0,0,2,0
"ENSG00000177173",6,1,14,3,14,8
"ENSG00000238022",5,0,4,0,9,0
"ENSG00000231671",139,156,430,307,51,50
"ENSG00000162729",16693,17434,10333,16472,15433,13910
"ENSG00000143158",8701,7943,2503,3971,6143,4194
"ENSG00000271092",53,24,18,8,33,27
"ENSG00000238118",0,0,0,0,0,0
"ENSG00000276118",0,0,0,0,0,0
"ENSG00000232148",8,4,4,1,0,0
"ENSG00000278811",26,14,17,0,31,11
"ENSG00000000460",800,663,340,262,1554,1002
"ENSG00000188859",2279,2250,362,558,2534,1053
"ENSG00000275075",0,0,0,0,0,0
"ENSG00000135862",9770,8396,11329,9943,10319,11782
"ENSG00000232952",22,42,0,4,36,27
"ENSG00000227722",0,0,0,1,0,0
"ENSG00000285922",1,6,0,10,23,37
"ENSG00000275801",0,0,0,0,0,0
"ENSG00000143198",22687,27598,6732,11865,14678,9573
"ENSG00000143318",269,237,96,209,169,92
"ENSG00000232188",2,0,0,0,0,0
"ENSG00000232212",0,0,0,0,0,0
"ENSG00000143621",38647,51595,17712,27372,54265,42309
"ENSG00000241042",0,0,0,0,0,0
"ENSG00000143155",15988,15185,7489,7919,12521,9114
"ENSG00000260322",0,0,2,0,0,0
"ENSG00000223495",4,7,10,0,0,0
"ENSG00000143156",3168,3031,1647,1740,4509,3231
"ENSG00000198771",6,10,0,4,0,6
"ENSG00000225462",0,2,0,8,0,0
"ENSG00000237756",9,0,0,0,0,4
"ENSG00000116147",3797,1047,103,242,3614,401
"ENSG00000213064",3905,7690,1536,2929,5652,5464
"ENSG00000203307",5,9,26,1,2,3
"ENSG00000143179",4886,8098,2316,3989,8536,6174
"ENSG00000271187",0,0,0,0,0,0
"ENSG00000274562",0,0,0,0,0,0
"ENSG00000143315",25948,31091,6993,5381,27972,19404
"ENSG00000231175",0,0,0,0,0,0
"ENSG00000143185",0,0,17,18,0,0
"ENSG00000272931",203,168,50,39,99,80
"ENSG00000143190",10248,13106,8614,8743,17293,13471
"ENSG00000225475",0,0,0,1,0,0
"ENSG00000230898",0,0,0,0,4,1
"ENSG00000232223",0,1,0,0,0,0
"ENSG00000224698",0,0,0,0,0,0
"ENSG00000287697",17,21,7,5,23,11
"ENSG00000075945",16894,18319,4542,7273,22518,9622
"ENSG00000235303",0,0,6,0,6,0
"ENSG00000234810",18,3,2,4,4,9
"ENSG00000224468",8,9,12,2,8,3
"ENSG00000235628",0,0,0,0,0,0
"ENSG00000232551",0,0,0,0,0,0
"ENSG00000092607",81,118,65,90,27,24
"ENSG00000238270",0,0,0,0,0,0
"ENSG00000285894",0,0,0,0,0,0
"ENSG00000236025",0,0,0,0,0,0
"ENSG00000230687",0,0,0,0,0,0
"ENSG00000230704",0,0,0,0,0,0
"ENSG00000283255",0,0,0,0,0,0
"ENSG00000227741",185,51,52,10,78,59
"ENSG00000237049",0,1,0,0,0,1
"ENSG00000286754",0,2,0,0,1,2
"ENSG00000232751",0,0,0,2,0,0
"ENSG00000236364",28,18,60,8,35,7
"ENSG00000117091",0,0,0,0,0,0
"ENSG00000235378",0,1,0,0,0,0
"ENSG00000143171",108409,164499,19412,39111,73514,21169
"ENSG00000275767",0,0,0,0,0,0
"ENSG00000224718",0,0,0,0,0,0
"ENSG00000047410",35187,24421,27176,12133,41868,28129
"ENSG00000231992",4,2,0,4,2,5
"ENSG00000018625",13585,11490,2829,11551,9009,24904
"ENSG00000171806",2437,1963,406,566,1241,1041
"ENSG00000287919",18,4,12,14,13,10
"ENSG00000233882",0,0,0,0,0,0
"ENSG00000198358",0,0,1,0,0,0
"ENSG00000134216",0,0,0,0,0,0
"ENSG00000230748",12,0,0,0,0,0
"ENSG00000254154",1,12,0,0,2,6
"ENSG00000162694",5337,4813,2706,3680,6764,5356
"ENSG00000238108",2,0,0,0,0,0
"ENSG00000214262",0,0,0,0,0,0
"ENSG00000215835",48,109,14,35,170,105
"ENSG00000118197",2851,2829,1606,1692,1976,1665
"ENSG00000135842",339,543,1024,911,2017,1240
"ENSG00000229258",2,0,0,0,1,0
"ENSG00000287472",0,0,0,0,0,0
"ENSG00000241318",0,0,4,2,7,2
"ENSG00000228238",448,262,51,16,243,40
"ENSG00000232393",0,0,2,0,6,2
"ENSG00000184155",0,0,0,0,0,0
"ENSG00000058085",15,15,59,43,37,87
"ENSG00000260088",48,59,3,34,32,85
"ENSG00000116815",511,442,185,188,290,407
"ENSG00000232917",0,1,0,4,0,1
"ENSG00000233057",0,33,0,24,37,12
"ENSG00000237131",0,0,0,0,0,0
"ENSG00000233946",0,0,0,0,0,0
"ENSG00000143167",48,81,52,96,75,424
"ENSG00000143184",2,0,7,72,0,16
"ENSG00000260976",0,0,0,0,0,0
"ENSG00000235215",0,0,0,0,0,0
"ENSG00000224691",2,0,0,0,0,0
"ENSG00000286572",16,6,8,6,4,4
"ENSG00000235101",0,0,0,0,0,0
"ENSG00000228215",0,0,0,0,0,0
"ENSG00000177807",1901,2103,5522,3808,1654,813
"ENSG00000233626",17,35,12,64,25,23
"ENSG00000233691",6,0,0,1,0,0
"ENSG00000283518",28,10,0,2,58,4
"ENSG00000271527",0,0,6,0,0,0
"ENSG00000143228",5551,3875,431,814,4296,4713
"ENSG00000235827",0,1,0,5,0,0
"ENSG00000231615",0,0,0,0,0,0
"ENSG00000231714",0,0,0,0,0,0
"ENSG00000174514",1393,866,52,221,862,262
"ENSG00000143178",225,453,537,436,201,274
"ENSG00000224837",32,44,4,16,54,35
"ENSG00000116833",64,12,128,73,42,8
"ENSG00000227740",28,39,13,10,28,35
"ENSG00000260990",0,0,0,0,0,1
"ENSG00000000457",2987,2974,809,1031,2679,1981
"ENSG00000143507",2147,3657,2907,3098,2021,2921
"ENSG00000285638",0,0,0,0,0,0
"ENSG00000284592",0,0,0,0,0,0
"ENSG00000230987",2,0,1,0,0,0
"ENSG00000232527",0,0,0,0,0,0
"ENSG00000215833",0,0,8,0,0,0
"ENSG00000228167",0,0,0,0,0,0
"ENSG00000225325",0,0,0,0,0,0
"ENSG00000223344",0,0,0,0,0,0
"ENSG00000150732",0,0,5,0,0,0
"ENSG00000157064",5502,4764,1828,2502,15764,2656
"ENSG00000288139",0,0,0,0,0,0
"ENSG00000215808",408,362,30,78,115,0
"ENSG00000059588",2225,990,1282,503,1032,663
"ENSG00000237379",0,1,2,0,0,0
"ENSG00000232959",0,0,0,0,0,0
"ENSG00000122224",9,0,0,0,1,0
"ENSG00000162782",9,2,0,0,2,2
"ENSG00000238051",0,0,0,0,0,0
"ENSG00000233196",201,242,38,24,119,18
"ENSG00000229220",0,0,0,0,0,0
"ENSG00000143653",22182,22378,5600,9795,19401,15639
"ENSG00000158711",2968,3893,4205,2126,3295,4005
"ENSG00000227747",0,0,0,4,0,0
"ENSG00000228081",0,0,0,0,0,0
"ENSG00000228020",0,0,0,0,0,1
"ENSG00000234975",68,140,94,274,131,102
"ENSG00000162851",4089,3238,1905,1947,2123,2860
"ENSG00000271427",36,24,14,4,18,20
"ENSG00000143353",5110,3472,1231,1751,2604,1407
"ENSG00000197965",15283,27629,12692,20167,23588,20330
"ENSG00000143493",7685,8890,4877,5682,11726,7584
"ENSG00000230777",15,11,7,0,18,15
"ENSG00000179397",185,77,20,26,58,23
"ENSG00000224540",0,2,0,0,0,0
"ENSG00000117592",22481,34373,16257,25146,27130,35075
"ENSG00000186197",127,169,63,138,441,398
"ENSG00000229067",0,0,0,0,0,0
"ENSG00000230231",0,0,0,0,0,0
"ENSG00000227711",0,2,5,9,2,4
"ENSG00000261182",0,0,0,0,0,0
"ENSG00000228879",0,0,4,0,0,0
"ENSG00000227925",0,0,0,0,1,0
"ENSG00000162670",250,161,61,23,96,37
"ENSG00000225712",0,2,0,3,0,0
"ENSG00000162761",3576,5097,1095,3373,21529,3533
"ENSG00000143199",37,17,77,16,17,9
"ENSG00000007908",0,2,0,0,0,2
"ENSG00000092978",4398,4028,2606,2936,5166,3470
"ENSG00000143499",3637,2313,1200,973,4821,3030
"ENSG00000188404",28,52,12,13,63,14
"ENSG00000227735",0,0,0,0,0,0
"ENSG00000143196",0,0,0,2,0,0
"ENSG00000228504",0,0,0,0,0,0
"ENSG00000274702",0,0,0,0,0,0
"ENSG00000226211",0,0,0,0,0,0
"ENSG00000236942",2,4,0,2,5,9
"ENSG00000287205",6,12,8,3,3,1
"ENSG00000203697",14,18,2,2,6,12
"ENSG00000116574",3996,3481,1934,2838,6813,4947
"ENSG00000287929",0,0,0,0,0,0
"ENSG00000224896",0,0,0,0,0,0
"ENSG00000226292",0,0,0,0,0,0
"ENSG00000121481",7959,7614,3382,4124,7658,6594
"ENSG00000227940",0,0,0,0,0,0
"ENSG00000143248",372,995,409,1286,896,5568
"ENSG00000162814",375,301,28,48,464,422
"ENSG00000225172",0,0,0,0,0,0
"ENSG00000261642",2,0,0,0,0,0
"ENSG00000228239",0,0,0,0,0,0
"ENSG00000237283",6,0,4,0,0,0
"ENSG00000116132",46,32,110,82,54,141
"ENSG00000238042",0,0,0,2,1,0
"ENSG00000271475",0,0,0,0,0,0
"ENSG00000231877",0,2,0,0,0,0
"ENSG00000116679",23386,27333,12128,18148,31832,21689
"ENSG00000228536",9,12,15,7,8,3
"ENSG00000230550",30,10,0,0,8,0
"ENSG00000229242",2,0,0,0,0,0
"ENSG00000228470",1,5,2,1,2,0
"ENSG00000152092",27446,20683,5962,9748,28454,24193
"ENSG00000234984",0,3,0,0,0,2
"ENSG00000231648",0,0,0,0,0,0
"ENSG00000229983",0,8,0,0,2,8
"ENSG00000215149",0,0,0,0,0,0
"ENSG00000225122",0,0,0,0,0,0
"ENSG00000225920",35,18,34,6,24,11
"ENSG00000143476",4160,5691,396,705,9324,9782
"ENSG00000121486",5627,5836,3388,3291,8334,4073
"ENSG00000228437",0,0,0,0,0,0
"ENSG00000057252",4768,5712,2851,4017,6707,5307
"ENSG00000285718",0,0,0,0,0,0
"ENSG00000234070",0,0,0,0,0,2
"ENSG00000233620",0,0,0,0,0,0
"ENSG00000237783",0,0,0,2,0,2
"ENSG00000233018",0,0,2,0,0,0
"ENSG00000123685",60,43,137,76,41,23
"ENSG00000224783",0,0,0,0,0,0
"ENSG00000162852",11069,8904,7062,5690,11424,5750
"ENSG00000232792",0,1,0,0,2,5
"ENSG00000273004",42,32,46,28,146,207
"ENSG00000143842",468,596,878,978,1512,2103
"ENSG00000268062",11,28,4,7,21,12
"ENSG00000237409",0,6,8,2,3,1
"ENSG00000116962",1770,2178,5468,3214,5107,12090
"ENSG00000288078",0,0,0,0,0,0
"ENSG00000271399",2,0,0,0,0,0
"ENSG00000229757",0,2,0,0,0,0
"ENSG00000232679",2,1,2,0,2,0
"ENSG00000220749",272,137,222,226,96,130
"ENSG00000181450",5485,3687,2188,1659,4654,3837
"ENSG00000223519",85,60,23,6,56,35
"ENSG00000120333",9245,7487,2133,2810,7336,4703
"ENSG00000286285",2,0,0,0,0,6
"ENSG00000225300",4,1,6,0,7,0
"ENSG00000223842",25,2,2,6,1,3
"ENSG00000162753",17,7,20,0,11,22
"ENSG00000228247",24,4,2,0,8,2
"ENSG00000231424",509,383,17,20,47,10
"ENSG00000143355",5074,6137,2456,5235,3907,8895
"ENSG00000287177",0,0,0,0,0,0
"ENSG00000237193",0,0,0,0,0,0
"ENSG00000223490",0,0,0,0,0,0
"ENSG00000121644",18427,17757,15164,13964,14798,15528
"ENSG00000174502",7,23,91,32,4,1
"ENSG00000224286",0,0,0,0,0,0
"ENSG00000158715",1367,1031,419,630,715,252
"ENSG00000143195",42799,49261,22185,21197,39804,31698
"ENSG00000162849",3461,2148,1041,2312,10971,7917
"ENSG00000232824",0,0,0,0,2,0
"ENSG00000273416",26,38,99,122,77,50
"ENSG00000234142",0,0,0,0,0,0
"ENSG00000282111",2,0,0,0,0,0
"ENSG00000233410",0,0,0,0,0,0
"ENSG00000067533",4194,4787,1229,1711,4653,4809
"ENSG00000228955",0,0,11,0,0,0
"ENSG00000270443",0,0,0,0,0,0
"ENSG00000116209",39075,31203,30526,33286,36396,25218
"ENSG00000224702",4,3,2,3,26,2
"ENSG00000271811",5,12,2,3,0,0
"ENSG00000224278",0,0,0,0,0,0
"ENSG00000235492",0,0,0,0,0,0
"ENSG00000287808",206,221,50,26,194,115
"ENSG00000229840",0,0,0,2,2,0
"ENSG00000116161",19391,17413,9060,9148,16423,13486
"ENSG00000226486",0,0,0,0,0,0
"ENSG00000227687",0,0,4,0,0,0
"ENSG00000231814",10,2,0,0,4,0
"ENSG00000286210",0,0,0,0,0,0
"ENSG00000287364",0,0,0,0,0,0
"ENSG00000225063",2,3,6,0,0,0
"ENSG00000260698",12,12,2,0,26,16
"ENSG00000277007",52,74,40,29,33,14
"ENSG00000229016",0,0,0,0,0,0
"ENSG00000152104",2133,2886,4360,2862,1363,2293
"ENSG00000236975",55,27,0,4,63,23
"ENSG00000286541",0,0,0,0,0,0
"ENSG00000117650",8204,10369,1786,3574,10324,11149
"ENSG00000235021",18,7,0,0,4,2
"ENSG00000203724",1124,759,103,200,491,508
"ENSG00000225006",0,0,0,0,0,0
"ENSG00000287633",6,1,0,0,5,0
"ENSG00000158764",8,0,0,0,0,0
"ENSG00000223375",0,0,2,0,0,0
"ENSG00000230714",0,0,0,0,0,0
"ENSG00000261065",0,0,0,0,0,0
"ENSG00000260855",873,1148,107,222,666,338
"ENSG00000236206",25,35,10,11,10,1
"ENSG00000168118",11093,10564,8187,8898,8209,7802
"ENSG00000181101",0,0,0,4,11,2
"ENSG00000173726",42614,56432,54100,44555,44680,39310
"ENSG00000282852",0,0,0,2,0,0
"ENSG00000152382",9536,9139,4612,4946,7038,5472
"ENSG00000143839",0,2,0,0,5,0
"ENSG00000232100",14,2,0,0,2,0
"ENSG00000261024",4,7,11,6,7,2
"ENSG00000230547",1,2,0,0,1,4
"ENSG00000229703",0,0,0,0,0,0
"ENSG00000176754",0,0,2,0,0,0
"ENSG00000227953",116,115,27,12,202,100
"ENSG00000232215",58,22,0,0,51,0
"ENSG00000135829",41527,36481,9391,12974,70469,58508
"ENSG00000228289",0,0,0,0,0,0
"ENSG00000134717",14794,13049,7977,8960,18691,12517
"ENSG00000232989",0,0,0,0,0,0
"ENSG00000233537",0,0,0,0,0,0
"ENSG00000116668",2222,1874,1149,981,2303,1919
"ENSG00000143756",12368,11183,5343,5127,7717,9151
"ENSG00000278180",0,0,0,0,0,0
"ENSG00000232341",0,0,2,0,2,2
"ENSG00000287676",38,33,67,34,24,25
"ENSG00000236792",0,4,0,2,8,4
"ENSG00000143207",14885,13640,4272,5878,11039,7610
"ENSG00000270859",0,0,0,0,0,0
"ENSG00000238224",0,0,0,0,1,0
"ENSG00000286775",11,8,0,4,36,4
"ENSG00000237492",1,0,0,0,0,0
"ENSG00000230404",0,0,0,0,0,0
"ENSG00000236230",0,0,7,4,2,0
"ENSG00000026751",0,0,0,0,0,0
"ENSG00000150681",0,0,2,0,0,0
"ENSG00000116906",13746,15032,6064,7341,14304,11154
"ENSG00000092969",7253,7317,10941,10963,5765,9526
"ENSG00000157181",6164,3925,4719,2123,3848,3711
"ENSG00000250762",9,12,8,12,30,16
"ENSG00000236720",70,162,10,86,14,18
"ENSG00000227421",0,0,2,0,4,0
"ENSG00000227240",5,4,2,1,0,0
"ENSG00000076258",421,559,174,187,496,301
"ENSG00000286073",14,16,45,27,31,0
"ENSG00000231084",44,78,20,25,65,45
"ENSG00000117697",9428,7603,3503,3839,7405,6838
"ENSG00000235083",0,0,0,0,0,0
"ENSG00000162669",1719,466,186,62,677,382
"ENSG00000132681",26,25,62,2,16,15
"ENSG00000225904",9,0,0,0,2,0
"ENSG00000270920",0,0,0,0,0,0
"ENSG00000281664",2,2,0,0,14,2
"ENSG00000143641",23246,21759,7880,10602,34210,34493
"ENSG00000227630",23,6,10,2,9,16
"ENSG00000228830",0,0,0,0,0,0
"ENSG00000010932",17,8,8,4,18,6
"ENSG00000282849",0,0,0,2,1,0
"ENSG00000276520",0,0,0,0,1,0
"ENSG00000226640",4,0,0,0,0,0
"ENSG00000010072",3967,4018,2175,2312,3769,4598
"ENSG00000135766",9351,4612,3766,2387,6534,9355
"ENSG00000279261",0,0,0,0,0,0
"ENSG00000213051",0,6,0,6,2,0
"ENSG00000238054",0,0,0,0,0,0
"ENSG00000163534",0,0,0,0,0,0
"ENSG00000168243",7563,9751,4631,6565,14847,5385
"ENSG00000281453",0,0,0,0,0,0
"ENSG00000237469",0,0,0,2,2,0
"ENSG00000224939",31,14,0,8,0,0
"ENSG00000227613",0,0,0,0,0,0
"ENSG00000116183",1314,1324,846,821,1848,468
"ENSG00000270106",2,0,4,0,1,3
"ENSG00000232194",4,2,10,0,2,2
"ENSG00000235152",0,2,0,0,0,0
"ENSG00000231612",4,1,0,0,1,0
"ENSG00000237980",2,0,0,0,0,0
"ENSG00000271036",0,0,0,0,0,0
"ENSG00000230849",6,20,2,15,12,2
"ENSG00000170382",29892,29707,7856,13522,22240,16580
"ENSG00000226868",11,7,2,4,6,3
"ENSG00000279401",0,0,0,0,0,0
"ENSG00000272362",0,0,0,0,0,0
"ENSG00000287450",0,1,0,1,0,4
"ENSG00000237011",0,0,0,0,0,0
"ENSG00000233583",0,0,0,0,0,0
"ENSG00000066027",4919,3942,4187,4750,2224,2366
"ENSG00000286263",4,2,4,4,0,0
"ENSG00000227006",13,3,32,0,19,5
"ENSG00000236372",0,0,0,0,0,0
"ENSG00000224525",0,0,0,0,0,0
"ENSG00000173728",6,17,0,0,5,12
"ENSG00000094975",35054,30636,25523,13916,18678,17278
"ENSG00000225811",0,0,2,0,0,0
"ENSG00000273093",0,0,0,0,0,0
"ENSG00000162772",1442,1789,1948,2510,4310,4781
"ENSG00000227818",4,0,0,0,0,0
"ENSG00000135828",829,1043,607,925,2086,530
"ENSG00000286398",0,0,0,0,0,0
"ENSG00000076356",9505,4878,2598,3728,24565,10157
"ENSG00000185523",22,27,7,5,36,17
"ENSG00000236108",6,0,0,0,0,5
"ENSG00000116711",523,808,524,1128,560,463
"ENSG00000226750",2,0,0,0,0,0
"ENSG00000285665",40,53,26,20,82,50
"ENSG00000231022",0,0,0,0,0,0
"ENSG00000224436",0,0,0,0,0,0
"ENSG00000228208",6,5,4,8,2,4
"ENSG00000273384",111,137,14,38,55,55
"ENSG00000238061",4,2,5,3,6,7
"ENSG00000234915",12,7,5,2,0,1
"ENSG00000143845",10760,8748,2284,2908,3830,1820
"ENSG00000235862",0,0,0,0,0,0
