"","H9_E8_r1","H9_E8_r2","H9_L3i_r1","H9_L3i_r2","RUES02_E8","RUES02_L3i"
"RPL26P5",0,0,0,0,0,0
"ENSG00000287328",0,0,0,0,0,0
"ENSG00000287950",0,0,0,0,0,0
"LINC02852",0,0,0,0,0,0
"ENSG00000259331",0,0,0,0,0,0
"MAPK6",16901,15629,15318,13790,26184,17140
"ENSG00000289025",0,0,0,0,0,0
"ARHGAP11A-SCG5",12,7,12,0,8,1
"GOLGA8M.1",16,14,14,10,23,6
"ENSG00000271333",0,0,0,0,0,0
"ENSG00000289397",0,0,4,0,0,2
"SHF",7785,7645,2017,3512,13540,8389
"GOLGA6L7",19,7,2,4,26,4
"CT62",4,0,2,0,8,0
"ENSG00000260586",0,0,0,0,0,0
"RPL17P39",76,322,196,453,270,298
"ENSG00000278408",2,0,0,1,0,0
"NR2E3",1566,695,329,519,1843,161
"ENSG00000260037",64,36,20,50,27,41
"RNA5SP399",0,0,0,0,0,0
"CRTC3-AS1",114,80,62,32,178,91
"CRTC3",5710,7269,7840,8392,9309,11938
"PDIA3",42601,53726,19456,31069,48039,52299
"ENSG00000284906",0,2,6,0,14,5
"ENSG00000259414",4,0,0,0,0,0
"GOLGA6L2",22,25,12,6,218,235
"GOLGA8G",0,0,0,0,0,0
"GOLGA6L25",0,0,0,0,0,0
"GOLGA6L26",0,0,0,0,0,0
"GOLGA6L24",0,0,0,2,0,0
"TMEM266",763,796,182,345,889,768
"LOC101929439",0,10,9,5,17,13
"ENSG00000196274",5,1,0,0,1,0
"ENSG00000259581",0,4,14,5,7,16
"ENSG00000287503",5,0,2,0,0,0
"ISL2",2751,3466,1471,2062,1503,634
"ENSG00000259514",188,228,16,9,49,20
"ENSG00000270036",26,12,66,52,8,11
"OTUD7A",2206,1707,2454,2120,3925,2072
"LOC124900364",0,0,0,0,0,0
"ENSG00000206781",6,2,0,0,0,0
"ZNF609",28507,25836,31502,23104,47812,36774
"ENSG00000243403",2,10,2,4,10,4
"ENSG00000239465",0,0,6,0,1,2
"ENSG00000207223",0,3,0,0,2,0
"RNU6-549P",1,2,6,2,2,0
"OAZ2",35486,39720,21982,35561,51047,43064
"ENSG00000265967",0,0,0,0,0,0
"ENSG00000264937",19,25,50,0,16,32
"ENSG00000259635",67,140,31,17,37,57
"ENSG00000289083",44,28,18,6,72,54
"THSD4",696,538,542,341,1639,3732
"MIR6085",0,0,0,0,2,0
"ENSG00000259557",2,8,0,12,2,2
"ENSG00000274340",16,25,17,13,10,16
"MGC15885",0,0,0,0,4,2
"ENSG00000259756",2,0,2,0,0,0
"MIR190A",0,0,0,0,0,0
"ENSG00000259370",483,214,248,118,80,9
"ENSG00000259727",20,22,18,8,10,0
"TLN2",9214,5749,2690,2835,18721,8539
"SCG5",29,33,22,77,226,51
"INTS14",4949,6384,3118,4539,9178,7660
"RTF1",14286,18681,8509,10830,30132,23246
"MESP1",1187,804,472,734,949,631
"GANC",1689,1854,1598,1665,2673,2256
"SEMA4B",146081,122421,44080,56104,64675,27839
"CCDC9B",312,197,109,380,339,200
"LINC02351",0,2,0,1,0,0
"LOC107983981",0,3,0,0,9,6
"ENSG00000260232",12,17,4,14,49,16
"ENSG00000287704",0,0,0,0,0,1
"LINC01580",2,0,0,4,0,0
"LINC02915",0,0,0,0,0,0
"CRAT37",2,0,0,0,0,0
"ENSG00000257060",29,18,6,12,14,25
"LOC105370969",0,0,2,0,2,0
"ALDH1A3-AS1",38,50,34,258,139,170
"ENSG00000288850",76,42,8,1,104,96
"LOC124903448",0,0,2,0,21,11
"ENSG00000288745",4,2,10,8,5,0
"ENSG00000261549",0,2,0,4,4,0
"LCTL",41,37,14,11,91,105
"OR4F4",0,0,0,0,0,0
"MFGE8",12359,14663,8782,11586,16309,13812
"RN7SL536P",0,0,0,0,0,0
"ENSG00000260978",673,1127,133,466,1075,1214
"CIB1",6292,7467,4183,5707,5293,4347
"ENSG00000259941",0,1,13,0,2,2
"ENSG00000261823",0,0,0,0,9,0
"ENSG00000277245",80,49,6,11,37,31
"TEX9",3233,2001,1116,1414,2402,2081
"EHD4",4511,4815,4758,4101,6001,7130
"ENSG00000278493",11,7,17,6,14,6
"EHD4-AS1",0,2,2,1,3,1
"PLA2G4E-AS1",14,10,2,4,8,3
"ENSG00000257797",0,0,0,0,0,0
"PLA2G4D",86,41,14,30,30,4
"PLA2G4E",35,20,4,2,10,0
"LOC100287243",0,10,4,17,1,3
"ENSG00000259498",3,5,0,4,17,14
"ENSG00000259627",0,0,0,0,0,0
"ENSG00000259672",1,2,2,0,1,0
"LACTB",1529,1416,2269,1673,2283,1907
"RPS27L",10034,9090,7883,9243,5685,6450
"LOC100288241",0,0,0,0,0,0
"MEX3B",8477,7068,10367,9559,16606,15624
"LINC01583",0,0,0,3,0,4
"ENSG00000287872",2,0,2,0,4,9
"RNU1-77P",0,0,5,0,0,0
"ENSG00000285974",2,0,2,0,1,0
"SAXO2",368,368,122,159,424,399
"GOLGA6L4.1",827,342,1852,409,21,19
"ENSG00000278202",0,0,0,0,0,0
"GOLGA6L9",2658,1162,4298,1044,1725,1755
"ENSG00000278603",23,14,10,10,9,10
"ENSG00000259637",0,0,0,1,0,0
"ENSG00000284803",0,0,0,0,0,0
"RPS17",423,324,281,243,793,575
"ENSG00000260836",0,0,0,0,0,0
"ENSG00000278013",5,1,9,1,1,2
"ENSG00000289703",8,0,3,0,0,0
"EFL1",5164,5408,3364,3881,7521,7197
"ENSG00000289704",2,0,0,0,1,6
"LOC105371031",2,0,0,1,7,2
"LINC00928",9,7,2,0,3,2
"ENSG00000261478",11,6,4,1,2,6
"ENSG00000259713",3,0,0,0,1,0
"TICRR",1337,1645,583,582,5228,5452
"ENSG00000259615",0,3,0,0,0,0
"KIF7",1986,1686,2557,1422,4498,3595
"FANCI",5784,4928,1320,1004,14905,12037
"RHOV",72,64,72,74,224,289
"ENSG00000274798",2,0,2,2,6,0
"VPS18",9977,9024,11682,12152,16269,13677
"ENSG00000251161",119,182,199,138,212,300
"DLL4",4195,5182,2608,3595,8729,7778
"ENSG00000259405",5,6,8,7,6,4
"CHAC1",1452,1085,535,1109,3308,3043
"LOC105376713",0,0,11,0,2,0
"ENSG00000259463",0,3,8,1,1,3
"ENSG00000259521",2,2,13,0,0,3
"ENSG00000280036",0,0,14,0,0,0
"CYCSP2",0,2,0,0,2,0
"ENSG00000283133",0,0,1,0,0,0
"ENSG00000157021",102,122,40,116,171,162
"RN7SL497P",0,0,0,0,4,0
"INO80",5504,4220,3412,2359,8177,6594
"RCN2",32973,19594,16340,18938,23457,21832
"RN7SL278P",0,0,0,1,4,1
"ENSG00000259565",18,36,2,22,37,8
"TSPAN3",51248,65657,29467,54137,80279,67085
"ENSG00000259652",0,0,0,0,0,0
"ENSG00000278991",38,22,66,0,70,52
"ENSG00000269951",31,26,82,13,137,138
"PSTPIP1",46,42,33,57,105,54
"CCPG1",1785,2308,4189,3560,3288,1641
"ENSG00000260036",2,7,14,0,1,0
"RAB27A",1121,903,796,1504,1141,1345
"GOLGA8Q",19,5,10,2,5,1
"FAM98B",8366,10438,4256,6923,14519,12769
"ENSG00000259192",2,1,10,0,10,12
"ENSG00000286786",23,33,128,17,65,42
"ENSG00000259326",22,14,44,4,29,21
"ENSG00000259598",2,2,7,0,0,1
"RASGRP1",4814,5068,3493,3613,3758,7009
"GOLGA8J",8,2,17,4,5,14
"RN7SL673P",0,0,6,0,0,0
"LOC124900359",0,0,0,0,0,1
"GOLGA8T",43,13,53,7,47,19
"RN7SL469P",0,0,0,0,0,0
"ENSG00000260897",0,0,0,0,0,0
"ENSG00000261747",0,0,0,0,1,2
"ENSG00000259906",0,0,0,0,0,0
"LINC02249",162,80,186,76,177,133
"RNU6-17P",0,0,2,0,0,0
"ENSG00000238783",5,4,6,1,0,0
"LOC124900357",0,0,0,0,0,0
"RN7SL196P",0,0,0,0,0,0
"RN7SL346P",0,0,0,0,0,0
"TTLL13",7,7,23,5,7,1
"RN7SL736P",0,0,0,1,5,0
"ENSG00000273674",43,61,65,28,74,88
"SPPL2A",4590,4724,2694,3430,5910,5719
"ST20",74,144,62,107,180,74
"ENSG00000288592",0,1,3,2,2,0
"ENSG00000289464",0,2,0,0,0,0
"ENSG00000258433",1,0,0,0,2,0
"ENSG00000258773",2,0,0,0,4,0
"ENSG00000280304",4,4,0,0,6,0
"ENSG00000285700",0,0,0,0,0,0
"RPL21P114",0,0,0,0,1,0
"RPL21P117",2,0,2,0,1,0
"RNA5SP396",0,0,0,0,0,0
"GCNT3",3,4,35,19,10,8
"GTF2A2",11694,9718,4029,5824,11508,8739
"ENSG00000227161",1,2,0,0,0,0
"ENSG00000259657",3,6,55,4,15,14
"ENSG00000259238",8,3,2,0,4,3
"RPS3AP6",1494,1619,1598,2412,1259,1527
"ENSG00000286495",0,0,0,4,2,0
"DDX18P2",0,0,0,0,1,0
"ENSG00000289148",8,6,4,0,26,0
"ENSG00000259536",11,6,28,19,30,14
"CCDC32",963,1160,758,614,2359,1638
"ENSG00000223313",11,17,32,14,47,28
"RPUSD2",3182,3454,1637,2241,4369,4075
"ENSG00000203573",1,1,2,0,0,0
"KNL1",5132,4179,366,632,8815,7946
"RN7SL376P",0,0,0,0,0,4
"ENSG00000259254",2,0,1,0,1,0
"RAD51-AS1",502,359,305,126,600,244
"PKM",429902,477541,90242,165559,346552,405354
"ENSG00000259261",0,0,0,0,0,0
"ENSG00000270356",0,0,0,0,0,0
"ENSG00000271507",0,0,0,0,0,0
"MIR1268A",0,0,0,0,0,0
"ENSG00000259098",0,0,0,0,2,0
"ENSG00000258732",0,0,0,0,0,1
"ENSG00000274835",0,0,0,0,0,0
"LOC441711",2,0,0,2,0,0
"ENSG00000274279",0,0,0,0,0,0
"RN7SL545P",0,0,0,0,0,0
"ENSG00000275363",0,0,0,0,2,0
"ENSG00000281909",4,0,10,0,0,0
"RN7SL495P",0,0,0,0,0,0
"GOLGA6L22",0,0,0,0,4,0
"CIMAP1C",12,0,14,29,16,29
"ENSG00000246877",108,90,103,59,189,91
"ENSG00000260815",0,2,0,0,8,0
"ENSG00000261043",0,4,0,0,0,0
"MIR4313",0,0,0,0,0,0
"RN7SL319P",0,0,0,0,0,0
"DNM1P49",0,0,0,0,0,0
"UBE2Q2",6868,5283,6222,4578,7679,4134
"RN7SL510P",0,0,5,0,1,0
"FBXO22",5235,5583,10515,8166,7956,4468
"NRG4",146,122,42,62,144,221
"ENSG00000260685",20,16,7,1,2,2
"ETFA",17192,17194,8804,12538,19488,10621
"ENSG00000261232",0,0,11,9,0,0
"GOLGA8S",0,0,0,2,2,2
"GOLGA8A.1",1690,482,1589,166,960,653
"ENSG00000259280",213,72,24,8,71,11
"ENSG00000206676",0,0,0,0,0,0
"ENSG00000259460",0,1,0,1,0,1
"ENSG00000288808",69,17,32,17,22,6
"ENSG00000274444",13,16,4,6,6,4
"ENSG00000274216",0,0,0,0,0,0
"ENSG00000270304",0,0,2,0,0,0
"NOP10",7920,8205,4806,7988,9049,6939
"DAPK2",145,141,54,198,277,723
"OR4N4",0,0,0,0,0,0
"SNURF",80,35,115,14,56,35
"OR4N4C",0,0,0,0,0,0
"OR4M2B",0,0,0,0,0,0
"PAK6",1353,1787,418,710,4305,711
"ENSG00000259424",42,55,49,50,31,54
"ENSG00000288991",8,2,0,0,8,4
"ENSG00000289162",0,0,0,0,0,0
"ENSG00000259251",80,72,8,40,44,20
"C2CD4A",27,4,0,3,6,12
"ENSG00000259466",0,1,2,0,0,0
"C2CD4B",28,18,34,6,6,36
"ENSG00000289547",0,0,0,0,0,0
"LOC107984784",0,0,1,0,0,2
"ENSG00000259878",0,0,0,0,0,1
"ENSG00000276713",0,0,0,0,0,0
"ENSG00000260375",0,0,0,0,0,0
"ENSG00000260957",0,0,0,0,0,0
"MIR8067",0,0,0,0,2,0
"MIR1272",0,0,0,0,0,0
"PIF1",498,322,74,62,815,515
"PLEKHO2",4802,5334,2387,3749,6581,7637
"ENSG00000249240",0,1,10,0,0,1
"ENSG00000287494",0,4,34,0,1,10
"ANKDD1A",983,941,997,828,1045,1069
"GOLGA8K",75,20,80,23,75,78
"FTLP20",0,2,0,1,0,0
"ENSG00000260361",8,29,2,4,38,23
"ENSG00000258527",0,4,0,0,2,2
"ENSG00000258922",0,1,0,0,3,6
"ENSG00000274215",0,5,0,0,0,1
"ENSG00000272888",15143,9951,7487,8444,11456,9901
"ENSG00000289200",11,7,17,4,0,4
"ENSG00000288872",34,16,30,34,18,6
"MIR3175",0,0,0,0,0,0
"ENSG00000289017",12,5,24,2,6,0
"RGMA",3593,4021,2023,3271,5217,4442
"ENSG00000258611",3,2,0,0,13,8
"BNIP2",7258,6401,7481,5254,7810,8557
"ENSG00000259661",0,0,0,0,0,0
"HDDC3",1003,1144,398,912,1693,856
"UNC45A",8748,8447,6383,8956,14750,16307
"ENSG00000258384",16,12,50,25,18,15
"RCCD1",2161,2267,1646,1896,3606,3190
"PRC1",71,842,70,461,1172,1383
"ENSG00000284946",269,268,324,173,378,221
"PRC1-AS1",52,67,60,67,95,97
"ENSG00000200142",0,0,5,0,0,0
"VPS33B",292,469,63,232,567,294
"VPS33B-DT",81,115,83,75,137,76
"ENSG00000278514",19,26,54,52,45,20
"ENSG00000258542",0,0,0,0,0,0
"ENSG00000275929",0,6,0,0,10,2
"ENSG00000258665",0,0,0,0,0,0
"ENSG00000285661",92,45,29,10,36,9
"SV2B",54274,41268,8845,9001,34817,5607
"ENSG00000285883",2,11,0,0,12,6
"ENSG00000289066",0,0,0,0,0,0
"UBE2Q2P12",10,0,4,0,0,0
"LOC102724135",0,0,3,0,3,0
"ENSG00000259302",0,0,0,0,0,0
"ENSG00000259244",0,2,0,0,2,0
"LOC105370947",77,69,30,14,90,87
"ZSCAN2",2898,2867,1728,2489,5630,3659
"ENSG00000256278",12,29,10,7,27,9
"ENSG00000276278",0,0,0,0,0,0
"ENSG00000254779",0,0,0,0,0,0
"WDR73",990,613,817,382,1429,784
"ENSG00000277578",0,0,0,0,0,0
"NMB",268,260,423,813,601,937
"ENSG00000259654",2,2,11,6,7,4
"ENSG00000259275",85,112,80,17,63,50
"ENSG00000288726",0,0,0,0,1,0
"LINC00923",4,1,4,2,6,0
"LINC00924",0,0,0,0,0,0
"ENSG00000289277",60,61,29,51,133,32
"LOC105370759",4,1,8,0,14,0
"LOC105370921",41,86,50,49,287,138
"ENSG00000289028",96,47,17,32,147,61
"LCIIAR",172,199,108,213,264,297
"MIR9-3HG",415,520,150,86,576,98
"LETR1",46,2,0,2,1,1
"ENSG00000261423",97,79,51,39,138,100
"DPH6-DT",22,13,24,2,44,21
"LOC101928499",439,246,26,91,1396,234
"ENSG00000258785",0,0,1,1,0,0
"LOC101929408",28,5,7,8,20,1
"GJD2-DT",4210,4104,1360,1497,3334,754
"ENSG00000259675",0,0,0,0,0,0
"ANKRD34C-AS1",4,3,0,0,9,2
"NR2F2-AS1",147,232,309,82,218,330
"ENSG00000289289",0,0,0,0,2,0
"ENSG00000289948",2,0,0,1,0,0
"DRAIC",118,132,203,154,152,85
"SRP14-DT",1013,1133,601,820,1198,782
"LINC02694",9,0,8,0,0,0
"ENSG00000259986",5,11,10,1,5,3
"ENSG00000289561",1,0,8,0,0,0
"SPINT1-AS1",18,14,2,23,34,32
"ENSG00000289525",0,0,0,0,0,0
"ENSG00000259347",14,18,43,22,26,28
"ENSG00000289992",4,0,14,0,0,0
"LOC105370792",8,1,0,0,0,0
"EIF3J-DT",2854,3584,1932,2133,3691,2691
"THSD4-AS1",2,2,2,0,67,7
"LOXL1-AS1",4708,7574,1480,3036,6491,2883
"ENSG00000289271",0,0,0,0,0,0
"HEXA-AS1",27,10,4,2,37,10
"LINC02345",1,0,18,6,8,7
"ENSG00000244879",3280,2620,3075,921,2842,1778
"ENSG00000237550",18257,13440,16986,19496,19916,25827
"NIPA1",6276,6089,8852,6214,11389,8536
"NIPA2",6868,7714,7637,8190,11522,10010
"TUBGCP5",3644,4197,1696,2178,5815,3722
"CYFIP1",8878,8311,8352,10364,17779,20356
"RN7SL238P",0,0,0,0,0,0
"MIR4509-2",0,0,0,0,0,0
"MIR4509-3",0,0,0,0,0,0
"ENSG00000276955",0,0,0,0,0,0
"ENSG00000258647",36,50,129,47,25,14
"ENSG00000258676",4,1,57,2,9,0
"ENSG00000260337",4,2,31,7,3,1
"ENSG00000271763",0,0,4,0,1,0
"FAM174B",1861,2692,2434,2806,2038,1109
"ENSG00000259064",0,0,4,0,0,0
"ENSG00000275965",1,0,2,0,0,0
"ENSG00000272298",0,0,0,0,0,0
"ENSG00000253954",87,18,40,16,20,11
"ENSG00000258741",97,139,86,90,164,70
"RPL31P6",0,0,0,0,2,0
"FAM149B1P1",0,2,0,0,2,6
"ENSG00000291301",0,7,8,11,4,2
"SPATA8-AS1",0,0,0,0,1,0
"SPATA8",22,47,33,33,25,6
"RN7SKP181",5,0,0,0,0,0
"ENSG00000258909",0,0,0,0,0,0
"SEPHS1P2",0,0,0,0,0,0
"MIR4312",0,0,0,0,1,1
"SPESP1",8,13,28,10,6,7
"ENSG00000259286",14,28,10,12,5,4
"ENSG00000285919",4,8,4,8,9,0
"ENSG00000288068",2,4,2,0,0,0
"ENSG00000273851",0,2,0,0,0,0
"ENSG00000259265",0,0,0,0,1,0
"EWSAT1",0,18,0,5,19,6
"RN7SL209P",0,4,0,4,4,0
"OR4F6",0,2,0,0,0,2
"OR4F15",0,0,0,0,0,0
"OR4F14P",0,0,0,0,0,0
"OR4F28P",0,0,0,0,0,0
"WBP1LP5",0,0,0,0,0,0
"SNORD13D",2,0,1,1,0,2
"LINC00926",84,106,19,28,110,72
"LINC01413",0,1,0,0,0,0
"ENSG00000260870",0,0,0,0,0,0
"CGNL1",2381,2566,3975,3360,5274,5727
"RNU6-844P",0,0,0,0,0,0
"ENSG00000261489",0,0,2,2,2,2
"ENSG00000261265",0,0,3,0,0,0
"ENSG00000276772",2,5,6,2,11,6
"RPS13P7",0,0,0,0,0,0
"MYZAP",14,11,6,10,46,23
"POLR2M",3329,3702,2930,3543,4949,4066
"ENSG00000261219",4,1,0,1,0,0
"GCOM1",12,28,18,40,68,26
"MIR4713HG",0,0,0,1,1,1
"TNFAIP8L3",1119,1992,1110,347,2098,1056
"ENSG00000259204",0,0,0,0,4,0
"CYP19A1",0,1,6,17,20,0
"MIR4713",0,0,0,0,0,0
"ENSG00000260174",0,0,2,0,0,1
"GOLGA8R",99,50,46,30,60,41
"SNAP23",329,437,467,521,785,843
"ENSG00000261684",2,0,6,1,1,3
"ENSG00000285942",0,0,0,0,0,0
"LRRC57",2751,3725,2320,2664,4559,3501
"HAUS2",4547,3793,3717,2470,6661,5734
"ENSG00000261822",0,0,0,0,0,0
"ENSG00000260490",15,28,41,10,48,15
"STARD9",3758,1879,4063,706,4845,3083
"ENSG00000260282",0,0,0,0,2,2
"CDAN1",2469,2229,2117,1572,4420,3963
"ENSG00000278769",0,0,0,0,0,0
"ENSG00000274403",33,27,67,3,9,24
"ENSG00000286877",0,4,2,0,4,6
"KRT8P50",1,4,20,13,6,7
"TTBK2",5963,5756,8877,5407,11894,9549
"ENSG00000246283",0,0,0,0,0,0
"ENSG00000259270",29,21,159,49,2,19
"NIFKP8",10,2,7,0,0,10
"RN7SL428P",0,0,0,0,0,0
"GOLGA6L3P",2,3,36,5,18,18
"ENSG00000259317",0,0,0,0,0,0
"MIR7706",0,0,0,0,0,0
"RNU7-79P",0,0,0,0,0,0
"ENSG00000259630",2,1,2,2,7,11
"ENSG00000261792",1,0,0,0,5,5
"MGA",7376,5620,7005,4704,15822,9981
"ENSG00000259236",101,64,6,4,96,39
"ENSG00000289571",0,0,0,0,0,0
"ENSG00000260152",0,4,0,0,0,0
"ENSG00000203411",0,0,0,0,0,0
"LOC124900369",0,0,0,0,2,0
"ENSG00000288901",0,0,0,0,4,0
"RPL36AP45",1,2,0,0,0,0
"C15orf39",4215,4918,2470,3005,5426,9265
"ENSG00000261779",0,0,0,0,0,0
"ENSG00000287926",22,17,18,8,11,2
"ENSG00000260660",94,18,136,17,17,31
"ENSG00000260104",0,0,0,0,0,0
"NIFKP4",0,0,0,0,0,0
"GOLGA6C",220,40,81,12,12,0
"RN7SL489P",0,0,0,0,0,0
"GOLGA6D",243,67,0,0,8,0
"RN7SL327P",0,0,0,0,0,0
"ENSG00000259790",22,28,4,22,36,30
"COMMD4",4328,4887,1237,2209,8895,5148
"ENSG00000275645",29,57,3,28,108,61
"NEIL1",622,485,410,187,899,472
"MAN2C1",4395,3656,2127,1943,5005,3896
"MIR631",0,0,0,0,0,0
"ENSG00000260274",106,126,0,27,215,73
"RPL13P4",0,0,4,0,0,0
"ENSG00000261714",2,1,11,0,0,0
"ENSG00000276744",53,40,7,6,71,25
"PTPN9",8359,9457,7791,9103,15135,13556
"ENSG00000260165",3,4,4,0,3,0
"ENSG00000259931",2,1,3,0,1,1
"ENSG00000260269",21,14,7,35,28,27
"SIN3A",15476,19400,18920,16605,31011,29784
"PLA2G4F",50,46,4,46,12,18
"VPS39",14972,13913,2884,4648,25250,14472
"MIR627",0,0,3,0,0,0
"ENSG00000261002",7,2,32,0,8,4
"TMEM87A",6109,6850,6011,6715,7436,7984
"ENSG00000260571",5,1,13,4,5,1
"CORO2B",13160,12766,6916,9842,24608,9881
"ENSG00000271232",0,0,0,0,0,0
"ENSG00000289998",0,0,0,0,0,0
"ANP32A",28686,39670,14153,24181,53208,42768
"NOX5",0,2,2,0,1,0
"ENSG00000259222",0,1,0,0,2,0
"GLCE",5779,5308,5363,5573,6834,4619
"SPESP1-NOX5",0,0,0,0,0,0
"ENSG00000258590",0,0,0,0,1,0
"ENSG00000290326",0,0,0,0,6,0
"ELMO2P1",2,0,1,0,0,0
"ENSG00000290335",0,0,0,0,0,0
"ENSG00000281347",0,0,0,0,0,0
"ENSG00000290347",0,0,0,0,0,0
"GOLGA8DP",0,0,0,0,0,0
"GOLGA8DP.1",0,0,0,0,2,0
"ENSG00000180229",0,1,0,0,1,0
"HERC2P3",1,0,4,0,1,0
"ENSG00000259479",0,0,0,0,0,0
"SORD2P",2,2,4,2,3,2
"ENSG00000238166",0,0,0,0,0,0
"LOC646938",0,0,0,0,0,0
"ENSG00000261303",114,86,79,45,93,20
"ENSG00000290426",29,19,134,30,56,10
"CSPG4P13",2,0,0,0,4,0
"ENSG00000260776",0,1,0,0,0,0
"ENSG00000214646",0,0,4,1,2,1
"ADAMTS7P3",10,20,15,29,66,54
"UBE2Q2P7",0,0,0,0,0,0
"ENSG00000290688",6,9,16,2,13,4
"ENSG00000225151",0,0,0,0,0,0
"GOLGA2P7",1821,693,1321,739,1767,1333
"ENSG00000235370",0,0,0,0,0,0
"ENSG00000166763",6,2,9,2,1,0
"ENSG00000260128",0,0,0,0,0,0
"ULK4P2",26,32,23,10,2,4
"ENSG00000259658",8,3,19,5,8,2
"UBE2Q2P13",274,143,202,80,162,103
"ENSG00000229389",0,0,0,0,0,0
"ENSG00000290766",0,0,0,0,0,0
"ENSG00000182397",8,1,0,0,2,0
"ENSG00000183909",0,0,0,0,0,0
"ENSG00000290822",0,0,0,0,0,0
"ENSG00000185596",0,0,0,0,0,0
"WASH3P",265,31,192,17,70,27
"ENSG00000248472",0,0,0,0,0,0
"DDX11L16.1",0,0,2,0,0,0
"ENSG00000259156",0,0,0,0,0,0
"CHEK2P2",0,0,0,0,0,0
"ENSG00000215302",120,11,63,23,34,36
"WHAMMP4",2,0,6,0,8,3
"ENSG00000248334",2,0,6,2,2,6
"ENSG00000232431",0,0,0,0,0,0
"ENSG00000285035",0,1,0,0,0,1
"ENSG00000274471",82,41,76,7,83,53
"LOC102723564",2,0,0,0,1,0
"ADAMTS7P1",8,32,38,20,8,6
"ENSG00000290944",0,0,4,0,0,0
"ENSG00000259429",2,0,11,0,0,4
"UBE2Q2P2",731,267,868,206,540,529
"UBE2Q2P6",0,0,0,1,2,0
"ENSG00000290946",0,0,2,0,4,0
"CSPG4P10",222,22,195,27,94,41
"ENSG00000290947",1022,334,797,299,717,418
"ENSG00000255769",0,0,0,0,0,0
"GOLGA2P10",2533,1423,1689,1189,1571,1212
"ENSG00000277741",14,0,45,6,6,3
"GOLGA6L17P",0,0,6,1,0,0
"ENSG00000178081",0,0,0,0,0,1
"ENSG00000290997",41,48,17,19,156,172
"GOLGA8EP",0,0,0,0,0,0
"ENSG00000276550",4,1,11,0,9,5
"ENSG00000277561",0,0,4,0,0,0
"ENSG00000187812",0,0,0,0,0,0
"ENSG00000291009",0,0,0,0,0,0
"ENSG00000166104",1,0,1,0,7,9
"ENSG00000261279",0,2,3,0,0,0
"ULK4P1",105,58,26,12,39,42
"GOLGA6L3P.1",129,5,142,12,35,18
"ENSG00000189136",0,0,3,0,0,0
"ENSG00000259728",0,0,0,0,0,0
"ENSG00000205771",9,15,1,1,8,6
"ENSG00000261377",0,0,0,0,0,1
"ENSG00000259404",1,0,0,1,1,0
"ENSG00000291062",38,45,31,21,20,17
"ENSG00000206149",56,2,47,2,45,21
"ENSG00000176700",0,0,0,0,0,0
"ENSG00000259425",4,6,4,0,2,0
"ENSG00000214344",0,0,0,0,0,0
"OR4F13P",0,0,0,0,0,0
"ENSG00000229212",0,0,0,0,0,0
"LOC727751",455,172,457,231,206,198
"CSPG4P12",126,23,107,6,11,31
"LOC440300",646,289,273,241,266,228
"ADAMTS7P4",2,4,0,0,0,0
"ENSG00000291212",4,1,0,2,0,0
"ENSG00000259660",0,0,0,0,0,0
"ENSG00000291225",81,51,16,4,93,29
"ENSG00000260062",7,0,3,0,1,2
"ENSG00000260357",0,0,0,0,0,0
"ENSG00000291229",0,0,0,0,0,0
"TPM1",6128,6373,3771,6325,10265,9038
"ENSG00000214702",0,0,1,0,0,0
"ISLR2",61805,77738,25483,58578,131838,84834
"LOC283731",11665,18162,3132,10345,23693,23468
"LOC124903523",10,3,5,7,3,1
"ENSG00000278348",0,0,4,0,0,1
"ISLR",192,231,193,176,408,894
"STRA6",17717,25516,6805,17436,30124,45301
"CCDC33",3036,4172,377,1029,3993,4529
"ENSG00000280309",46,33,15,13,97,57
"ENSG00000261384",0,0,0,0,0,0
"CCDC33-AS1",382,715,96,416,577,693
"CYP11A1",160,232,109,106,600,623
"PPIAP46",0,21,21,14,6,26
"ENSG00000261821",6,2,4,2,25,5
"ENSG00000274937",0,0,0,0,0,0
"ENSG00000277718",0,0,0,0,0,0
"SEMA7A",4090,3483,1380,1759,3435,1869
"MIR6881",0,0,0,0,0,0
"ENSG00000286696",8,0,49,0,2,2
"UBL7",6527,7976,4179,6485,11303,8145
"UBL7-DT",408,503,187,202,938,720
"ENSG00000260103",0,2,2,0,2,2
"ENSG00000261775",1,2,3,4,13,8
"LOC124900366",0,0,0,0,0,0
"DNM1P46",92,78,43,35,148,80
"MEF2A",6983,5461,5851,4250,9754,6699
"MIR4714",0,0,0,0,0,0
"ENSG00000287191",0,4,0,0,2,2
"ENSG00000259621",0,3,8,2,0,1
"ENSG00000259475",2,7,0,0,14,4
"PGPEP1L",4,5,1,2,3,0
"LUNAR1",2,11,2,7,4,4
"SYNM",3320,3799,5412,6370,4683,5437
"ENSG00000261054",19,3,6,3,7,7
"TTC23",4284,4974,4965,4861,6022,5328
"TTC23-AS1",49,32,24,22,43,66
"ENSG00000259921",14,6,14,6,6,4
"HSP90B2P",44,47,14,11,105,41
"ENSG00000259228",0,10,14,0,0,2
"MEIS2",23654,22877,13130,15134,19139,11393
"ENSG00000291257",0,0,0,0,0,0
"ENSG00000291227",0,0,0,0,2,0
"ENSG00000261296",2,0,2,4,12,15
"ENSG00000290879",135,120,167,108,107,144
"PDCD6IPP2",0,0,0,0,0,0
"ENSG00000291058",0,0,0,0,0,0
