"","E5C3_E8","E5C3_L3i","H9_E8","H9_L3i","RUES02_E8","RUES02_L3i"
"ENSG00000224445",0,0,0,0,0,0
"ENSG00000229842",0,1,0,0,0,0
"ENSG00000270631",0,0,0,0,0,0
"ENSG00000229201",0,0,0,0,0,0
"ENSG00000181656",0,2,2,36,2,4
"ENSG00000122481",123,161,189,191,104,141
"ENSG00000198162",1813,2522,2977,3668,1908,3013
"ENSG00000238198",8,21,41,5,20,18
"ENSG00000171517",1126,279,1686,174,997,147
"ENSG00000228852",17,25,29,18,6,25
"ENSG00000203864",0,0,0,0,0,0
"ENSG00000233482",0,0,0,0,0,0
"ENSG00000230250",0,0,0,0,0,0
"ENSG00000232878",0,0,0,0,0,0
"ENSG00000143079",3472,2342,3785,2681,2032,2415
"ENSG00000232450",82,89,91,70,55,60
"ENSG00000223575",0,0,0,0,0,0
"ENSG00000230768",0,0,0,0,0,0
"ENSG00000235202",0,0,0,2,0,0
"ENSG00000272715",15,11,19,10,13,8
"ENSG00000235038",0,1,2,0,0,0
"ENSG00000143093",2528,3905,4718,3862,1902,3692
"ENSG00000226415",144,181,246,195,127,125
"ENSG00000085491",1974,5007,1793,4709,2427,4162
"ENSG00000173947",854,806,792,1492,656,1061
"ENSG00000230434",0,0,0,0,0,0
"ENSG00000230718",0,0,0,0,0,0
"ENSG00000134198",685,131,1412,158,824,283
"ENSG00000235595",0,0,1,2,0,1
"ENSG00000226053",0,0,4,0,0,0
"ENSG00000226128",0,0,0,0,0,0
"ENSG00000198799",3028,2077,3800,1925,2175,1684
"ENSG00000279513",0,0,1,0,0,4
"ENSG00000117620",921,1254,1174,1192,821,1401
"ENSG00000280186",0,4,0,6,2,4
"ENSG00000223906",2,0,0,0,2,0
"ENSG00000162688",1671,3611,3117,4792,2152,4837
"ENSG00000197106",22,63,16,88,16,114
"ENSG00000259946",0,0,0,0,0,0
"ENSG00000236137",3,21,2,8,4,20
"ENSG00000203859",0,2,3,21,2,10
"ENSG00000228086",0,0,2,2,0,0
"ENSG00000213421",0,0,0,2,0,0
"ENSG00000234020",3,3,1,5,0,3
"ENSG00000236804",2,4,4,36,0,8
"ENSG00000231072",0,0,0,0,0,0
"ENSG00000273406",0,0,0,0,0,0
"ENSG00000185946",609,816,1638,847,560,750
"ENSG00000162627",1233,1850,1640,1966,1010,1713
"ENSG00000226715",4,13,151,87,40,42
"ENSG00000162695",1330,1784,1944,2146,1129,1840
"ENSG00000265808",1343,2159,1971,2139,1032,2128
"ENSG00000261290",0,0,0,0,0,0
"ENSG00000225923",0,0,0,0,0,0
"ENSG00000134247",3814,7750,6136,6853,3806,7121
"ENSG00000187481",0,0,0,0,0,0
"ENSG00000116752",2606,4097,3601,3719,2330,3220
"ENSG00000162664",3104,6051,4233,4465,2312,4312
"ENSG00000236866",0,0,0,0,0,0
"ENSG00000134253",675,1040,1713,769,770,1000
"ENSG00000223416",2,11,2,6,2,0
"ENSG00000179571",0,0,0,0,0,0
"ENSG00000227850",0,4,2,2,0,2
"ENSG00000235777",0,0,0,0,0,0
"ENSG00000173218",1505,4636,1862,5193,1265,4121
"ENSG00000285532",4,0,1,1,0,1
"ENSG00000226755",0,2,1,0,0,0
"ENSG00000232650",18,425,102,199,37,154
"ENSG00000183508",52,72,122,327,40,607
"ENSG00000277095",0,0,0,0,0,0
"ENSG00000234283",0,0,7,4,0,0
"ENSG00000232780",0,0,0,5,1,2
"ENSG00000274927",0,0,0,0,0,0
"ENSG00000264145",0,0,0,0,0,0
"ENSG00000238256",0,0,0,0,0,0
"ENSG00000198765",4,0,18,0,4,0
"ENSG00000224335",0,0,0,0,0,0
"ENSG00000277702",0,1,1,2,2,3
"ENSG00000143398",5884,7115,8135,7232,5385,6139
"ENSG00000196505",1009,1125,1411,1057,750,1083
"ENSG00000223489",0,0,0,0,0,0
"ENSG00000230546",0,0,0,0,0,0
"ENSG00000213262",0,0,0,0,0,0
"ENSG00000287015",0,0,0,0,0,0
"ENSG00000235526",1,3,2,4,0,3
"ENSG00000228347",0,7,0,84,0,41
"ENSG00000236012",0,0,0,1,0,0
"ENSG00000270911",0,0,0,0,0,0
"ENSG00000134200",0,0,0,0,0,0
"ENSG00000065183",3327,4948,5384,4131,3562,3892
"ENSG00000227082",2,4,8,21,0,5
"ENSG00000226126",0,0,0,4,0,0
"ENSG00000163393",422,451,651,351,215,416
"ENSG00000163156",1092,1846,1548,1970,1029,1421
"ENSG00000143631",36,208,0,0,0,2
"ENSG00000156150",5,0,3,4,4,2
"ENSG00000228453",0,0,0,2,0,0
"ENSG00000274642",0,0,1,1,0,2
"ENSG00000177551",450,396,234,202,295,294
"ENSG00000197323",4918,7079,8271,5913,4937,5301
"ENSG00000237975",50,223,0,0,2,0
"ENSG00000261168",12,8,24,8,5,7
"ENSG00000287980",0,0,0,0,0,0
"ENSG00000229283",0,0,0,0,0,0
"ENSG00000271419",0,0,0,0,0,0
"ENSG00000226172",0,0,0,0,0,0
"ENSG00000079335",753,688,1075,634,624,553
"ENSG00000143119",43,49,46,34,31,48
"ENSG00000237278",0,0,0,0,0,0
"ENSG00000233432",2,2,6,6,0,2
"ENSG00000227700",1,0,0,0,0,2
"ENSG00000229911",0,0,0,0,0,0
"ENSG00000143520",0,4,0,0,0,0
"ENSG00000171943",612,406,937,477,552,572
"ENSG00000270719",0,0,0,0,0,0
"ENSG00000155761",28,39,115,33,24,22
"ENSG00000230806",0,0,0,5,0,0
"ENSG00000116830",4922,5928,7588,5063,4864,4773
"ENSG00000234422",0,0,0,2,0,0
"ENSG00000227056",0,4,4,4,0,1
"ENSG00000227091",0,0,0,0,0,0
"ENSG00000214204",0,4,4,24,0,0
"ENSG00000081026",701,902,1533,1036,787,1005
"ENSG00000225650",1,0,0,4,0,0
"ENSG00000224965",4,4,2,0,1,1
"ENSG00000228127",1,0,6,1,0,3
"ENSG00000226984",0,0,0,0,0,0
"ENSG00000186150",0,0,4,0,0,0
"ENSG00000143458",197,388,480,263,129,259
"ENSG00000230932",0,0,0,0,0,0
"ENSG00000073754",0,0,0,0,0,2
"ENSG00000228826",0,0,2,0,2,0
"ENSG00000233907",0,0,1,0,0,0
"ENSG00000225036",0,0,0,2,0,0
"ENSG00000228420",2,21,14,5,0,3
"ENSG00000233839",2,7,0,34,0,6
"ENSG00000250890",0,1,0,0,0,0
"ENSG00000232240",0,0,0,0,0,0
"ENSG00000230921",0,0,0,0,0,0
"ENSG00000286151",0,38,1,15,0,9
"ENSG00000234388",0,0,0,0,0,0
"ENSG00000271736",0,12,12,1265,6,85
"ENSG00000233717",0,0,0,0,0,1
"ENSG00000163155",618,490,691,553,417,477
"ENSG00000241975",13,28,55,26,14,15
"ENSG00000271143",0,0,0,0,0,0
"ENSG00000270976",0,0,0,0,0,0
"ENSG00000228217",18,25,38,44,47,41
"ENSG00000270342",0,0,0,0,0,0
"ENSG00000175984",363,389,443,689,372,558
"ENSG00000231100",0,0,0,0,0,0
"ENSG00000116824",0,0,11,0,0,0
"ENSG00000235887",0,0,0,0,0,0
"ENSG00000237460",0,0,0,0,0,0
"ENSG00000236887",0,2,0,4,0,0
"ENSG00000024526",3360,3068,5905,2424,3431,2277
"ENSG00000236480",0,24,5,126,4,49
"ENSG00000235756",0,0,0,0,0,0
"ENSG00000173810",0,1,0,3,0,1
"ENSG00000235005",0,7,2,3,2,0
"ENSG00000271890",0,0,0,0,0,0
"ENSG00000227425",0,0,0,0,0,0
"ENSG00000225279",0,0,4,8,0,4
"ENSG00000229101",0,0,0,2,0,2
"ENSG00000239216",0,0,0,0,0,0
"ENSG00000283360",0,0,3,0,0,0
"ENSG00000117262",140,274,299,234,187,231
"ENSG00000227907",0,0,0,0,0,0
"ENSG00000227970",0,0,0,0,0,0
"ENSG00000261055",2,1,2,2,0,0
"ENSG00000231613",0,0,1,0,0,0
"ENSG00000137947",1097,1182,1156,1265,894,989
"ENSG00000236689",0,0,0,1,0,0
"ENSG00000233589",51,48,87,25,39,29
"ENSG00000117586",78,28,52,49,31,69
"ENSG00000230946",6,2,5,0,0,0
"ENSG00000226028",0,0,0,2,0,0
"ENSG00000162728",4,15,16,7,6,12
"ENSG00000229021",1,5,13,4,6,2
"ENSG00000203825",0,0,0,0,0,0
"ENSG00000184371",546,993,982,1653,214,1278
"ENSG00000233449",0,0,0,2,0,2
"ENSG00000242943",0,0,0,0,0,0
"ENSG00000233203",2,2,14,6,8,8
"ENSG00000232499",47,71,52,75,39,46
"ENSG00000232265",3,14,16,28,10,10
"ENSG00000163154",0,4,9,12,0,4
"ENSG00000232995",24,56,51,37,16,27
"ENSG00000238087",0,0,0,0,0,0
"ENSG00000227777",0,0,3,6,5,16
"ENSG00000177173",18,20,21,39,16,8
"ENSG00000238022",0,0,0,0,0,0
"ENSG00000231671",0,0,0,0,0,0
"ENSG00000162729",3829,6007,8432,4597,4108,4915
"ENSG00000143158",740,809,966,857,681,725
"ENSG00000271092",11,15,17,16,2,12
"ENSG00000238118",0,0,0,0,0,0
"ENSG00000276118",0,0,0,0,0,0
"ENSG00000232148",2,0,0,0,1,0
"ENSG00000278811",69,132,209,65,49,99
"ENSG00000000460",1123,1364,1479,1067,989,1085
"ENSG00000188859",131,120,136,51,120,56
"ENSG00000275075",0,0,0,0,0,0
"ENSG00000135862",22498,24755,24370,32908,14486,33589
"ENSG00000232952",14,16,22,30,6,14
"ENSG00000227722",0,9,0,4,0,6
"ENSG00000285922",2,3,2,0,2,0
"ENSG00000275801",0,0,0,0,0,0
"ENSG00000143198",3575,4470,4592,4788,1977,3290
"ENSG00000143318",107,226,34,161,17,274
"ENSG00000232188",0,3,3,0,3,0
"ENSG00000232212",0,0,0,0,0,0
"ENSG00000143621",17691,26878,28973,25040,19298,20833
"ENSG00000241042",2,6,4,0,3,4
"ENSG00000143155",2867,2432,3353,2693,2055,2001
"ENSG00000260322",0,0,0,0,0,0
"ENSG00000223495",0,0,0,0,0,0
"ENSG00000143156",747,629,1036,635,726,503
"ENSG00000198771",15,25,69,317,40,57
"ENSG00000225462",2,2,2,4,0,0
"ENSG00000237756",0,4,1,2,0,0
"ENSG00000116147",1,0,28,4,1,0
"ENSG00000213064",620,2513,1027,2450,708,1889
"ENSG00000203307",1,0,4,0,0,2
"ENSG00000143179",3232,4259,6205,4114,4145,2888
"ENSG00000271187",0,0,0,0,0,0
"ENSG00000274562",0,0,0,0,0,0
"ENSG00000143315",434,1286,1099,901,509,1047
"ENSG00000231175",0,0,0,0,0,0
"ENSG00000143185",0,6,2,2,1,3
"ENSG00000272931",36,51,92,64,31,39
"ENSG00000143190",6186,7148,9016,5221,5367,4593
"ENSG00000225475",4,0,0,0,0,0
"ENSG00000230898",1,0,2,0,1,0
"ENSG00000232223",0,0,0,0,0,0
"ENSG00000224698",0,0,0,0,0,0
"ENSG00000287697",5,18,11,5,4,6
"ENSG00000075945",559,784,710,1150,222,1195
"ENSG00000235303",0,0,2,1,0,0
"ENSG00000234810",0,0,0,0,0,0
"ENSG00000224468",10,16,24,21,9,22
"ENSG00000235628",0,0,0,0,0,0
"ENSG00000232551",0,0,0,0,0,1
"ENSG00000092607",11,6,280,165,10,14
"ENSG00000238270",0,0,0,0,0,0
"ENSG00000285894",0,0,0,0,0,0
"ENSG00000236025",0,0,0,0,0,0
"ENSG00000230687",0,0,0,0,0,0
"ENSG00000230704",0,0,0,0,0,0
"ENSG00000283255",0,0,0,0,0,0
"ENSG00000227741",13,59,15,56,0,84
"ENSG00000237049",0,0,0,0,0,0
"ENSG00000286754",0,0,0,0,0,0
"ENSG00000232751",2,0,0,0,0,0
"ENSG00000236364",53,98,79,56,42,86
"ENSG00000117091",11,13,69,48,14,32
"ENSG00000235378",0,0,0,0,0,2
"ENSG00000143171",0,58,11,60,0,14
"ENSG00000275767",0,0,0,0,0,0
"ENSG00000224718",0,0,0,0,0,0
"ENSG00000047410",12724,18690,23258,16534,11256,15166
"ENSG00000231992",0,1,0,3,1,4
"ENSG00000018625",2807,1406,14363,1265,3882,1199
"ENSG00000171806",373,430,651,406,388,337
"ENSG00000287919",2,2,2,0,0,2
"ENSG00000233882",0,0,0,0,0,0
"ENSG00000198358",4,14,3,26,3,12
"ENSG00000134216",0,0,0,0,0,20
"ENSG00000230748",0,0,0,0,0,0
"ENSG00000254154",21,1,19,3,10,2
"ENSG00000162694",2818,3880,4538,3064,2527,2868
"ENSG00000238108",0,0,0,0,0,0
"ENSG00000214262",0,0,0,0,0,0
"ENSG00000215835",31,64,62,117,38,58
"ENSG00000118197",1363,1328,1751,1173,856,885
"ENSG00000135842",1124,274,1463,427,790,353
"ENSG00000229258",0,0,0,0,0,0
"ENSG00000287472",0,0,0,0,0,0
"ENSG00000241318",2,2,0,6,0,2
"ENSG00000228238",0,0,0,0,0,2
"ENSG00000232393",4,0,2,1,0,0
"ENSG00000184155",0,0,0,0,0,0
"ENSG00000058085",1556,1305,903,1294,997,2024
"ENSG00000260088",12,1,10,1,12,4
"ENSG00000116815",224,224,336,221,116,192
"ENSG00000232917",3,5,7,10,5,2
"ENSG00000233057",20,61,34,757,13,108
"ENSG00000237131",0,1,0,0,0,0
"ENSG00000233946",0,0,0,0,0,0
"ENSG00000143167",25,12,38,22,6,3
"ENSG00000143184",8,34,13,21,2,41
"ENSG00000260976",0,2,0,7,2,0
"ENSG00000235215",6,10,10,1,6,1
"ENSG00000224691",0,5,1,0,0,0
"ENSG00000286572",3,1,4,3,2,0
"ENSG00000235101",0,0,0,0,0,1
"ENSG00000228215",0,0,0,0,0,0
"ENSG00000177807",20,29,76,32,17,43
"ENSG00000233626",0,4,0,5,0,3
"ENSG00000233691",0,0,1,0,0,4
"ENSG00000283518",0,0,0,0,0,0
"ENSG00000271527",0,0,0,0,0,0
"ENSG00000143228",2698,2560,5038,1962,2087,1577
"ENSG00000235827",0,2,0,2,0,0
"ENSG00000231615",0,0,4,2,0,0
"ENSG00000231714",0,0,0,0,0,0
"ENSG00000174514",26,26,68,20,27,10
"ENSG00000143178",121,93,185,82,58,79
"ENSG00000224837",70,51,77,68,56,47
"ENSG00000116833",313,2035,345,785,291,1268
"ENSG00000227740",0,11,2,11,0,11
"ENSG00000260990",0,0,0,0,0,0
"ENSG00000000457",348,571,628,533,311,426
"ENSG00000143507",1069,820,182,694,55,670
"ENSG00000285638",0,0,0,0,0,0
"ENSG00000284592",0,0,0,0,0,0
"ENSG00000230987",0,0,0,0,0,0
"ENSG00000232527",0,1,0,0,0,0
"ENSG00000215833",0,6,0,2,2,2
"ENSG00000228167",0,0,0,0,0,0
"ENSG00000225325",0,0,0,0,0,0
"ENSG00000223344",0,0,0,0,0,0
"ENSG00000150732",0,0,0,0,0,0
"ENSG00000157064",778,136,1627,125,1226,118
"ENSG00000288139",0,0,0,0,0,0
"ENSG00000215808",378,190,1242,163,106,180
"ENSG00000059588",2295,3654,5282,2125,1804,2255
"ENSG00000237379",0,0,0,0,0,0
"ENSG00000232959",0,0,0,0,0,0
"ENSG00000122224",0,0,0,2,0,4
"ENSG00000162782",4,5,75,50,95,15
"ENSG00000238051",0,0,0,0,0,0
"ENSG00000233196",0,0,0,0,0,0
"ENSG00000229220",0,1,2,2,2,2
"ENSG00000143653",2325,997,2910,1350,1666,1323
"ENSG00000158711",3918,2394,6230,1951,2657,1578
"ENSG00000227747",0,0,2,12,0,4
"ENSG00000228081",0,0,0,0,0,0
"ENSG00000228020",2,2,0,2,3,1
"ENSG00000234975",78,80,60,546,50,188
"ENSG00000162851",1077,1574,1465,1578,1069,1470
"ENSG00000271427",10,4,19,7,11,4
"ENSG00000143353",641,557,847,524,649,523
"ENSG00000197965",6446,5423,8615,12962,5531,9269
"ENSG00000143493",1721,2709,2098,2489,1332,1967
"ENSG00000230777",4,0,2,1,0,3
"ENSG00000179397",5,7,32,13,4,16
"ENSG00000224540",0,3,2,0,2,0
"ENSG00000117592",19788,18685,17509,18604,15053,17153
"ENSG00000186197",110,138,161,282,155,233
"ENSG00000229067",0,0,0,0,0,0
"ENSG00000230231",0,0,0,0,0,0
"ENSG00000227711",0,0,0,0,0,0
"ENSG00000261182",0,0,0,0,0,0
"ENSG00000228879",0,0,0,0,0,0
"ENSG00000227925",0,8,0,12,0,10
"ENSG00000162670",0,1,8,15,1,3
"ENSG00000225712",0,2,0,24,0,4
"ENSG00000162761",0,7,35,14,0,0
"ENSG00000143199",1,17,8,41,0,34
"ENSG00000007908",2,0,1,1,0,0
"ENSG00000092978",1042,1426,1575,1196,886,1218
"ENSG00000143499",480,4640,404,4131,82,2647
"ENSG00000188404",14,51,2,28,4,34
"ENSG00000227735",0,0,0,0,0,0
"ENSG00000143196",1,2,0,33,0,3
"ENSG00000228504",0,0,0,0,0,2
"ENSG00000274702",0,0,0,0,0,0
"ENSG00000226211",0,0,0,0,0,0
"ENSG00000236942",2,9,3,9,0,5
"ENSG00000287205",0,1,5,1,2,4
"ENSG00000203697",0,0,0,2,0,1
"ENSG00000116574",1236,1234,2446,2355,666,1580
"ENSG00000287929",9,8,12,14,14,4
"ENSG00000224896",0,0,1,0,0,0
"ENSG00000226292",2,2,0,8,0,2
"ENSG00000121481",2343,2800,3340,3033,2210,2211
"ENSG00000227940",0,0,0,0,0,0
"ENSG00000143248",409,445,782,5993,1195,6155
"ENSG00000162814",231,91,41,20,33,44
"ENSG00000225172",0,0,0,0,0,0
"ENSG00000261642",0,0,0,0,0,0
"ENSG00000228239",0,0,0,0,0,0
"ENSG00000237283",0,0,0,0,0,0
"ENSG00000116132",14,64,74,789,6,58
"ENSG00000238042",1,78,0,37,2,53
"ENSG00000271475",0,0,0,1,0,0
"ENSG00000231877",0,0,0,0,0,0
"ENSG00000116679",16090,10831,22909,9541,15570,11419
"ENSG00000228536",2,0,3,10,0,0
"ENSG00000230550",1,7,2,5,0,7
"ENSG00000229242",0,0,0,0,0,0
"ENSG00000228470",0,0,0,4,1,2
"ENSG00000152092",213,17,2491,10,269,14
"ENSG00000234984",0,0,0,0,0,0
"ENSG00000231648",0,0,0,0,0,1
"ENSG00000229983",0,3,0,0,0,0
"ENSG00000215149",0,2,0,0,0,0
"ENSG00000225122",0,0,0,0,0,0
"ENSG00000225920",7,14,17,6,5,9
"ENSG00000143476",4441,6076,5836,5613,4598,4158
"ENSG00000121486",2624,2613,3977,1782,2085,1921
"ENSG00000228437",7,847,1,677,2,489
"ENSG00000057252",358,3466,580,4308,113,2190
"ENSG00000285718",0,0,0,0,0,0
"ENSG00000234070",0,0,0,0,0,0
"ENSG00000233620",0,0,0,0,0,0
"ENSG00000237783",0,0,0,0,0,0
"ENSG00000233018",1,0,0,0,0,0
"ENSG00000123685",72,64,58,84,136,83
"ENSG00000224783",0,0,0,0,0,0
"ENSG00000162852",1405,1506,1881,1430,1245,1509
"ENSG00000232792",1,1,4,2,1,0
"ENSG00000273004",14,30,18,47,21,28
"ENSG00000143842",9021,6999,13723,3622,6626,4100
"ENSG00000268062",0,0,0,4,0,0
"ENSG00000237409",0,0,2,0,0,0
"ENSG00000116962",5820,2506,9158,7233,5358,5681
"ENSG00000288078",0,0,0,0,0,0
"ENSG00000271399",0,0,0,0,0,0
"ENSG00000229757",0,5,4,7,0,10
"ENSG00000232679",0,14,0,4,0,2
"ENSG00000220749",16,49,43,26,23,35
"ENSG00000181450",2389,1562,3364,1126,1839,1153
"ENSG00000223519",3,10,10,11,5,17
"ENSG00000120333",1304,1268,2186,1203,1208,1040
"ENSG00000286285",2,0,3,2,1,0
"ENSG00000225300",0,4,0,0,2,0
"ENSG00000223842",10,4,3,0,1,3
"ENSG00000162753",0,0,1,0,0,0
"ENSG00000228247",0,2,0,5,0,0
"ENSG00000231424",1,4,15,11,7,3
"ENSG00000143355",0,8,0,24,0,10
"ENSG00000287177",0,0,0,0,0,0
"ENSG00000237193",0,0,0,0,0,0
"ENSG00000223490",0,0,0,0,0,0
"ENSG00000121644",15790,8065,11681,6232,7842,5801
"ENSG00000174502",15,8,12,6,9,2
"ENSG00000224286",0,2,0,0,0,0
"ENSG00000158715",887,1315,1525,981,1048,1003
"ENSG00000143195",370,156,581,135,175,128
"ENSG00000162849",55,357,319,2846,74,1652
"ENSG00000232824",0,0,0,0,0,0
"ENSG00000273416",14,5,4,2,4,5
"ENSG00000234142",0,0,0,0,0,0
"ENSG00000282111",1,1,0,0,0,0
"ENSG00000233410",0,0,0,0,0,0
"ENSG00000067533",1956,4240,3596,3886,2459,2996
"ENSG00000228955",2,4,0,4,3,2
"ENSG00000270443",0,0,0,0,0,0
"ENSG00000116209",4177,3451,6761,4531,3833,4310
"ENSG00000224702",0,0,2,0,0,0
"ENSG00000271811",0,0,0,0,0,0
"ENSG00000224278",0,0,0,0,0,0
"ENSG00000235492",0,0,0,0,0,0
"ENSG00000287808",73,61,159,52,79,43
"ENSG00000229840",0,0,0,2,0,0
"ENSG00000116161",6327,9515,9729,8659,6500,6576
"ENSG00000226486",0,0,0,0,0,0
"ENSG00000227687",0,0,0,0,0,0
"ENSG00000231814",0,0,1,0,0,0
"ENSG00000286210",0,0,1,0,0,0
"ENSG00000287364",2,0,0,0,0,0
"ENSG00000225063",1,1,2,0,0,0
"ENSG00000260698",2,32,8,8,0,18
"ENSG00000277007",22,24,55,6,6,22
"ENSG00000229016",0,0,0,0,0,0
"ENSG00000152104",6255,6505,5890,6093,6371,6232
"ENSG00000236975",25,65,43,61,52,140
"ENSG00000286541",0,0,0,0,0,0
"ENSG00000117650",2819,1556,4357,1538,2131,1285
"ENSG00000235021",0,0,0,0,0,0
"ENSG00000203724",13,57,10,43,13,42
"ENSG00000225006",0,0,0,0,0,0
"ENSG00000287633",0,0,1,2,0,0
"ENSG00000158764",148,113,209,281,93,189
"ENSG00000223375",6,1,2,0,1,0
"ENSG00000230714",0,0,0,0,0,0
"ENSG00000261065",0,0,0,0,0,0
"ENSG00000260855",18,25,54,22,12,24
"ENSG00000236206",0,0,4,6,2,2
"ENSG00000168118",2347,2264,3746,1949,1974,1659
"ENSG00000181101",0,2,0,8,8,2
"ENSG00000173726",22131,17226,32264,22116,19268,14649
"ENSG00000282852",0,0,0,0,0,0
"ENSG00000152382",1405,1511,2214,1374,1226,1124
"ENSG00000143839",2,1,2,3,2,6
"ENSG00000232100",0,0,0,0,0,0
"ENSG00000261024",2,4,2,2,1,1
"ENSG00000230547",7,1,13,0,2,4
"ENSG00000229703",0,0,0,0,0,0
"ENSG00000176754",0,2,0,8,0,0
"ENSG00000227953",19,33,62,25,12,50
"ENSG00000232215",0,0,0,0,0,0
"ENSG00000135829",18571,35101,28939,29142,18074,26691
"ENSG00000228289",0,0,0,0,0,0
"ENSG00000134717",4858,4516,7250,3722,4802,3297
"ENSG00000232989",0,0,0,0,0,0
"ENSG00000233537",0,0,0,0,0,0
"ENSG00000116668",603,674,825,526,391,616
"ENSG00000143756",2192,4211,3359,3825,2031,2843
"ENSG00000278180",0,0,0,0,0,0
"ENSG00000232341",6,5,4,92,2,18
"ENSG00000287676",4,0,13,1,1,0
"ENSG00000236792",0,4,2,0,2,4
"ENSG00000143207",3114,3632,4745,3887,2886,2882
"ENSG00000270859",0,0,0,0,0,0
"ENSG00000238224",0,0,0,0,0,0
"ENSG00000286775",0,0,0,0,0,0
"ENSG00000237492",0,0,0,0,0,0
"ENSG00000230404",0,0,0,0,0,0
"ENSG00000236230",0,6,0,0,0,1
"ENSG00000026751",0,0,0,2,0,0
"ENSG00000150681",0,0,0,0,0,2
"ENSG00000116906",1881,2550,5154,2900,2175,1973
"ENSG00000092969",6,24,117,234,20,229
"ENSG00000157181",1355,2011,2146,1656,858,1757
"ENSG00000250762",6,4,8,6,5,2
"ENSG00000236720",0,0,0,0,0,0
"ENSG00000227421",0,0,0,0,0,0
"ENSG00000227240",0,0,0,0,0,0
"ENSG00000076258",86,55,177,92,96,113
"ENSG00000286073",4,5,3,27,2,2
"ENSG00000231084",11,26,30,23,11,19
"ENSG00000117697",2116,3070,3211,2628,2178,2404
"ENSG00000235083",0,0,0,0,0,0
"ENSG00000162669",95,207,413,139,105,96
"ENSG00000132681",20,26,45,53,8,66
"ENSG00000225904",0,0,0,0,0,0
"ENSG00000270920",0,0,0,0,0,0
"ENSG00000281664",0,0,0,0,0,0
"ENSG00000143641",8946,5611,11884,6739,7416,8161
"ENSG00000227630",0,4,4,4,0,4
"ENSG00000228830",0,0,0,0,0,0
"ENSG00000010932",5,3,11,51,8,14
"ENSG00000282849",33,0,32,3,8,3
"ENSG00000276520",0,0,0,0,0,0
"ENSG00000226640",0,1,1,0,0,0
"ENSG00000010072",638,994,930,1160,512,920
"ENSG00000135766",248,357,935,651,245,350
"ENSG00000279261",11,0,22,2,22,2
"ENSG00000213051",2,6,2,16,0,4
"ENSG00000238054",0,0,0,0,0,0
"ENSG00000163534",0,0,0,0,0,0
"ENSG00000168243",1484,326,3575,207,2160,188
"ENSG00000281453",0,0,0,0,0,0
"ENSG00000237469",0,0,0,2,0,0
"ENSG00000224939",0,2,0,0,0,0
"ENSG00000227613",0,0,0,0,0,0
"ENSG00000116183",129,21,140,36,56,34
"ENSG00000270106",0,0,0,0,0,0
"ENSG00000232194",7,0,2,7,10,6
"ENSG00000235152",190,607,129,137,93,88
"ENSG00000231612",0,0,3,4,0,3
"ENSG00000237980",1,4,2,11,6,1
"ENSG00000271036",0,0,0,0,0,0
"ENSG00000230849",8,18,9,28,0,18
"ENSG00000170382",182,4448,591,3096,166,3500
"ENSG00000226868",0,0,0,0,0,0
"ENSG00000279401",0,0,0,0,0,0
"ENSG00000272362",0,0,2,0,0,0
"ENSG00000287450",0,0,0,1,0,0
"ENSG00000237011",0,0,0,0,0,0
"ENSG00000233583",0,0,0,0,0,0
"ENSG00000066027",3618,3457,4361,3580,3357,3142
"ENSG00000286263",0,0,0,0,0,0
"ENSG00000227006",13,14,9,1,2,7
"ENSG00000236372",44,130,28,13,14,28
"ENSG00000224525",4,6,5,4,12,10
"ENSG00000173728",0,4,0,3,0,2
"ENSG00000094975",6380,4459,7227,6826,3748,5173
"ENSG00000225811",0,0,0,0,0,0
"ENSG00000273093",1,0,0,0,0,0
"ENSG00000162772",3636,767,2212,2515,1997,1189
"ENSG00000227818",0,0,0,0,0,0
"ENSG00000135828",88,176,201,115,108,281
"ENSG00000286398",0,0,0,0,0,0
"ENSG00000076356",182,320,344,3627,128,2477
"ENSG00000185523",2,12,14,4,8,7
"ENSG00000236108",0,2,0,0,0,0
"ENSG00000116711",49,74,190,156,80,40
"ENSG00000226750",0,0,0,0,0,0
"ENSG00000285665",6,20,32,41,6,15
"ENSG00000231022",0,0,2,0,0,0
"ENSG00000224436",0,0,1,0,0,1
"ENSG00000228208",0,0,1,0,0,0
"ENSG00000273384",4,2,19,8,7,1
"ENSG00000238061",0,6,5,8,2,7
"ENSG00000234915",0,0,0,0,0,0
"ENSG00000143845",1050,1427,2153,1069,917,1222
"ENSG00000235862",0,0,0,0,0,0
"ENSG00000227585",0,0,0,0,0,0
"ENSG00000157060",0,0,0,0,0,0
"ENSG00000237213",0,0,0,0,0,0
"ENSG00000224260",0,0,0,0,0,0
"ENSG00000213045",0,0,10,3,3,1
"ENSG00000287220",0,0,0,0,0,0
"ENSG00000230063",2,0,0,0,0,0
"ENSG00000235467",0,0,0,2,0,0
"ENSG00000123684",1232,1161,1747,2452,1001,1906
"ENSG00000117707",110,101,258,114,37,176
"ENSG00000228044",0,0,0,0,1,0
"ENSG00000225338",4,20,14,68,4,18
"ENSG00000224407",0,0,0,0,0,0
"ENSG00000232463",0,0,0,0,0,0
"ENSG00000237457",3,2,19,0,2,0
"ENSG00000225171",4,3,10,0,0,5
"ENSG00000226843",0,0,0,0,0,0
"ENSG00000235386",0,0,0,0,0,0
"ENSG00000123836",3047,1762,3121,1449,1847,1627
"ENSG00000213690",1,0,7,4,3,3
